Employee_ID,Age,Gender,Department,Education,Experience_Years,Salary,Overtime_Hours,Projects_Handled,Attendance_Percentage,Training_Hours,Work_Life_Balance,Job_Satisfaction,Manager_Rating,Promotion_Last_5Years,Remote_Work,Performance_Score,Performance_Label
EMP05815,29,Female,Operations,Master's,7,36803.37,15,4,94.69,22,5,4,2.14,1,0,60.4513,Good
EMP05816,26,Female,Operations,Master's,4,32082.23,17,6,97.06,37,1,5,3.72,1,1,73.0549,Good
EMP05817,29,Male,Sales,Bachelor's,7,35715.7,0,2,85.13,37,3,4,3.49,0,1,61.9541,Good
EMP05818,42,Male,Engineering,Master's,20,53156.89,17,2,87.93,5,1,5,2.8,1,0,54.5429,Average
EMP05819,45,Male,Engineering,Bachelor's,23,56592.74,8,6,95.41,21,4,1,3.83,1,0,58.859,Good
EMP05820,28,Male,Operations,Master's,2,29991.58,12,3,100.0,44,1,2,3.55,1,1,57.5097,Good
EMP05821,40,Female,Operations,Bachelor's,17,53826.81,15,20,88.65,39,2,1,4.01,0,0,56.6125,Good
EMP05822,52,Female,Marketing,Bachelor's,30,71355.08,21,11,86.56,48,3,4,3.85,1,1,69.9729,Good
EMP05823,57,Female,Marketing,Bachelor's,32,72018.37,18,15,87.13,33,4,1,3.86,0,1,58.8102,Good
EMP05824,48,Female,Marketing,PhD,16,48182.03,25,9,72.11,37,4,5,4.42,0,1,72.3024,Good
EMP05825,50,Female,Engineering,Master's,5,33886.26,22,7,90.54,37,1,1,3.65,0,1,48.7998,Average
EMP05826,44,Female,Sales,Master's,22,57766.89,0,15,82.92,6,4,2,3.58,0,0,56.0041,Good
EMP05827,41,Male,Finance,Bachelor's,19,53185.33,7,10,79.01,0,3,3,3.6,0,1,53.6241,Average
EMP05828,27,Male,Marketing,Bachelor's,5,31422.99,9,11,92.52,31,3,5,4.34,0,1,82.0141,Excellent
EMP05829,33,Female,Sales,Bachelor's,11,40173.32,6,2,87.37,21,5,1,4.75,1,0,62.8254,Good
EMP05830,33,Female,HR,High School,11,41259.34,2,14,94.96,39,5,1,2.92,0,1,58.1476,Good
EMP05831,24,Female,Marketing,Bachelor's,2,24832.56,12,16,87.75,2,2,1,3.45,0,0,47.4763,Average
EMP05832,60,Female,Finance,Master's,20,56238.62,19,9,78.34,3,1,5,5.0,0,1,70.3642,Good
EMP05833,56,Male,HR,Master's,25,58765.64,10,16,89.31,16,4,1,3.22,1,0,52.8666,Average
EMP05834,40,Male,HR,Bachelor's,18,54130.7,22,1,72.61,34,5,3,1.94,0,0,39.8901,Average
EMP05835,25,Male,Finance,Master's,3,28444.62,19,2,94.2,22,3,4,2.59,0,0,58.2768,Good
EMP05836,52,Female,Marketing,PhD,30,69762.12,4,7,99.06,28,4,1,3.04,0,1,55.3692,Good
EMP05837,59,Female,Engineering,Master's,12,44116.07,12,12,85.7,1,1,3,2.6,1,1,44.9291,Average
EMP05838,54,Female,Finance,Master's,29,67924.18,11,18,89.56,45,4,5,4.16,0,0,83.6683,Excellent
EMP05839,27,Male,Finance,PhD,5,31023.16,15,6,98.73,5,4,4,4.25,0,0,78.0108,Excellent
EMP05840,29,Male,Finance,Master's,4,31572.87,16,2,87.87,49,2,5,2.92,1,1,61.5294,Good
EMP05841,49,Male,HR,Bachelor's,11,45896.65,13,14,74.36,23,1,4,3.52,1,0,53.9585,Average
EMP05842,36,Female,Sales,Bachelor's,3,31075.6,20,16,99.26,1,4,3,2.47,1,0,60.9829,Good
EMP05843,52,Male,Engineering,PhD,28,65484.14,25,10,83.93,11,3,3,4.04,1,1,61.6923,Good
EMP05844,29,Male,Marketing,Bachelor's,4,30295.95,9,5,86.15,4,3,4,4.01,1,0,65.0457,Good
EMP05845,27,Female,Marketing,Bachelor's,5,31545.43,12,16,100.0,41,2,3,2.7,1,0,62.4012,Good
EMP05846,50,Male,Sales,Bachelor's,28,64936.73,11,7,100.0,14,5,2,4.24,1,0,72.5176,Good
EMP05847,55,Female,Finance,Master's,8,38199.71,3,15,82.17,12,1,4,3.16,0,1,54.9236,Average
EMP05848,28,Female,Engineering,PhD,6,33347.91,18,13,95.95,9,4,1,3.19,1,1,55.2638,Good
EMP05849,31,Female,Marketing,Bachelor's,9,39135.52,11,17,90.28,21,2,1,2.93,1,0,46.432,Average
EMP05850,34,Male,Operations,Bachelor's,10,34770.33,24,18,100.0,28,3,1,3.16,0,1,57.6783,Good
EMP05851,43,Male,Marketing,Master's,20,56380.05,0,18,85.9,48,4,1,2.59,0,1,47.6356,Average
EMP05852,42,Female,Finance,Bachelor's,5,31315.99,9,17,90.78,44,3,1,2.33,1,1,45.8377,Average
EMP05853,22,Male,Operations,Bachelor's,0,22989.48,20,3,84.08,6,4,2,3.85,1,0,54.2721,Average
EMP05854,23,Female,Sales,PhD,1,23824.65,25,12,100.0,21,1,1,4.3,1,0,60.7762,Good
EMP05855,50,Male,Engineering,Bachelor's,13,42660.29,1,6,83.86,3,3,3,3.06,0,1,50.6547,Average
EMP05856,32,Female,Sales,Bachelor's,10,39144.27,4,12,83.93,1,2,5,3.6,1,0,65.1461,Good
EMP05857,58,Female,Sales,Master's,35,79277.41,20,11,93.54,21,2,3,2.61,1,0,54.0935,Average
EMP05858,28,Male,Engineering,High School,6,33112.58,25,9,81.56,23,2,3,2.74,0,1,47.1135,Average
EMP05859,56,Female,Engineering,PhD,1,28465.46,16,19,90.85,25,2,2,3.67,0,0,58.6583,Good
EMP05860,51,Female,Marketing,Bachelor's,12,43584.3,3,19,85.33,21,5,2,2.84,1,1,55.0337,Good
EMP05861,37,Female,Marketing,Bachelor's,10,43638.65,6,2,83.21,4,4,3,3.94,1,1,58.9708,Good
EMP05862,36,Female,Engineering,Bachelor's,11,40498.15,14,13,86.9,9,4,3,2.93,1,0,57.2681,Good
EMP05863,41,Female,Operations,Bachelor's,19,54327.46,0,18,79.37,18,4,1,4.62,0,0,59.1235,Good
EMP05864,49,Male,HR,Master's,21,58997.63,13,4,78.4,40,5,5,4.44,1,1,77.2055,Excellent
EMP05865,58,Male,Marketing,Master's,8,38260.69,25,14,83.51,21,2,2,4.77,1,0,62.9118,Good
EMP05866,24,Female,HR,PhD,2,27659.42,14,14,100.0,26,1,5,3.95,1,0,79.0179,Excellent
EMP05867,50,Male,Operations,Bachelor's,16,48024.81,1,5,82.71,1,2,5,2.39,1,0,50.923,Average
EMP05868,58,Female,Engineering,Master's,9,34612.68,19,19,100.0,20,5,2,3.79,1,1,72.4209,Good
EMP05869,30,Female,Operations,Bachelor's,8,36520.89,25,2,93.15,24,1,5,3.69,0,1,67.4545,Good
EMP05870,48,Female,Marketing,Master's,26,62155.14,1,16,86.09,21,5,1,3.3,1,1,54.5338,Average
EMP05871,53,Female,Sales,Master's,29,67416.51,15,6,83.54,8,3,2,3.14,1,0,46.6104,Average
EMP05872,60,Female,Engineering,Bachelor's,29,68603.34,1,11,88.86,30,4,3,3.25,1,1,62.648,Good
EMP05873,52,Male,Finance,Bachelor's,30,66877.8,15,12,100.0,44,4,4,2.74,0,1,71.5434,Good
EMP05874,47,Male,HR,Bachelor's,25,60514.36,16,13,77.22,0,5,1,3.41,0,1,47.0082,Average
EMP05875,24,Male,Operations,Master's,2,28774.7,17,10,85.39,14,1,2,2.83,0,1,42.2842,Average
EMP05876,32,Male,Engineering,PhD,10,37469.97,18,14,95.26,29,3,5,2.58,1,0,69.3763,Good
EMP05877,50,Male,Operations,Bachelor's,22,57909.58,15,4,86.97,12,3,3,2.98,1,0,51.9664,Average
EMP05878,48,Male,Engineering,High School,26,61196.64,3,2,89.07,13,2,4,3.11,0,0,56.2276,Good
EMP05879,31,Female,Marketing,Bachelor's,0,26052.65,16,19,70.23,42,2,2,3.47,1,0,45.4853,Average
EMP05880,56,Male,Marketing,Master's,19,54814.2,0,19,89.64,33,1,1,3.93,1,1,53.4432,Average
EMP05881,44,Female,Marketing,Bachelor's,9,40969.84,22,15,91.67,24,2,1,1.98,1,0,39.3023,Average
EMP05882,27,Female,Operations,Bachelor's,5,34990.39,20,9,87.14,32,4,3,4.19,0,0,69.1352,Good
EMP05883,32,Male,Finance,Bachelor's,10,40548.3,12,4,85.64,42,5,1,5.0,0,0,66.6268,Good
EMP05884,48,Male,Marketing,Master's,20,51476.63,6,13,97.97,20,4,2,5.0,1,0,78.4316,Excellent
EMP05885,52,Female,Engineering,Bachelor's,30,70004.18,25,9,92.75,31,3,3,2.64,1,1,56.5531,Good
EMP05886,51,Female,Marketing,Master's,29,69415.84,8,12,91.14,15,3,4,3.31,1,1,66.0144,Good
EMP05887,24,Female,Sales,Bachelor's,2,28241.86,13,14,100.0,4,5,2,3.1,0,0,64.3731,Good
EMP05888,34,Female,Marketing,Bachelor's,1,29825.51,0,12,85.45,26,1,1,3.49,1,0,45.106,Average
EMP05889,42,Female,Operations,Bachelor's,20,57595.34,7,13,88.1,25,3,4,5.0,1,0,80.2649,Excellent
EMP05890,32,Male,Finance,High School,5,32552.41,9,18,100.0,18,1,4,3.05,1,1,65.6967,Good
EMP05891,24,Male,Sales,Bachelor's,2,29491.56,3,5,84.85,21,4,3,2.62,1,1,51.3317,Average
EMP05892,59,Female,Operations,Bachelor's,14,43067.21,24,19,100.0,9,2,1,4.27,1,0,63.024,Good
EMP05893,52,Female,Operations,Master's,30,70378.37,12,3,87.29,14,5,5,3.86,0,0,74.7043,Good
EMP05894,45,Female,Operations,High School,23,56972.38,17,17,97.44,33,2,4,3.34,1,1,70.6389,Good
EMP05895,33,Female,Engineering,Bachelor's,11,41141.88,8,20,94.24,29,1,4,3.65,1,0,68.4767,Good
EMP05896,48,Female,Operations,Master's,13,43142.53,7,7,81.38,34,1,2,4.79,0,1,57.7086,Good
EMP05897,42,Female,Engineering,Master's,1,25197.58,5,3,91.27,13,4,3,3.53,0,1,61.6961,Good
EMP05898,46,Female,Operations,Master's,21,54875.18,20,7,91.71,22,4,5,3.42,0,1,73.5212,Good
EMP05899,51,Female,HR,Master's,5,31699.72,18,6,92.19,48,1,1,2.75,1,1,41.8504,Average
EMP05900,51,Male,Sales,Bachelor's,8,35856.29,15,14,100.0,6,4,1,3.59,1,1,61.3737,Good
EMP05901,31,Female,HR,Master's,9,39766.61,0,1,93.13,45,5,2,2.95,1,0,57.2088,Good
EMP05902,24,Female,Operations,Bachelor's,2,27471.19,14,14,87.04,25,3,5,3.14,0,0,68.7635,Good
EMP05903,34,Male,Sales,Bachelor's,0,24908.83,5,11,79.47,28,5,1,3.65,0,0,52.5894,Average
EMP05904,48,Female,Sales,Bachelor's,9,39082.15,9,9,88.69,9,1,4,3.83,0,1,62.1573,Good
EMP05905,39,Female,Finance,Bachelor's,10,40575.72,4,10,83.87,47,3,4,3.52,0,1,64.9917,Good
EMP05906,45,Female,HR,Bachelor's,23,57362.26,7,11,81.24,29,1,2,4.75,0,0,58.3685,Good
EMP05907,35,Female,Finance,Bachelor's,13,43971.35,0,18,87.21,45,5,1,3.77,1,0,61.2561,Good
EMP05908,60,Male,Sales,Bachelor's,19,53974.49,12,17,76.58,45,1,2,3.12,1,1,43.877,Average
EMP05909,25,Female,Engineering,Bachelor's,3,27738.21,25,14,71.8,22,4,2,4.12,1,1,54.9431,Average
EMP05910,37,Female,Sales,High School,12,41012.34,15,17,90.18,9,1,3,4.28,0,1,64.4324,Good
EMP05911,31,Female,Finance,High School,9,36153.67,16,7,100.0,46,5,1,3.06,0,1,59.8,Good
EMP05912,58,Male,HR,Bachelor's,35,77904.05,6,8,95.52,25,4,1,4.2,1,1,63.4333,Good
EMP05913,48,Female,Operations,Bachelor's,15,46912.32,14,8,81.07,17,3,2,3.35,0,1,48.647,Average
EMP05914,22,Female,Operations,Master's,0,24697.3,23,19,94.99,0,5,2,3.56,1,1,65.2397,Good
EMP05915,26,Male,HR,Bachelor's,4,27439.66,13,5,100.0,2,2,4,2.91,1,0,61.412,Good
EMP05916,34,Male,Operations,Master's,12,43141.83,25,7,84.11,40,2,3,1.68,0,0,40.3542,Average
EMP05917,24,Male,Operations,Master's,2,28241.18,16,13,77.81,9,5,2,4.2,1,0,60.2658,Good
EMP05918,38,Male,Finance,Bachelor's,16,49526.87,24,15,92.88,28,5,1,3.01,1,1,56.8975,Good
EMP05919,40,Female,HR,Master's,18,54884.29,22,14,100.0,4,2,3,3.64,1,1,66.6095,Good
EMP05920,58,Male,Marketing,Bachelor's,11,39980.59,6,15,90.64,4,2,1,3.74,1,1,52.0404,Average
EMP05921,26,Male,Engineering,High School,4,31975.51,23,14,87.62,14,2,3,4.08,0,0,63.7286,Good
EMP05922,45,Male,Engineering,PhD,3,30168.95,13,13,84.2,25,5,4,2.78,0,1,63.427,Good
EMP05923,54,Female,Operations,Bachelor's,22,58910.56,7,20,80.13,25,4,5,3.12,0,1,67.1044,Good
EMP05924,42,Male,Engineering,PhD,20,54379.16,12,4,82.64,35,1,5,3.74,0,0,63.2088,Good
EMP05925,24,Female,HR,Master's,2,29527.0,0,9,86.71,3,1,2,4.17,1,0,53.3258,Average
EMP05926,25,Female,HR,Bachelor's,3,28041.29,3,14,100.0,25,4,5,3.97,0,1,86.6228,Excellent
EMP05927,53,Male,Sales,Bachelor's,2,27060.55,10,17,67.86,49,1,1,2.8,0,0,30.6776,Poor
EMP05928,45,Female,Sales,Bachelor's,15,47129.59,8,1,100.0,28,4,1,3.88,0,0,60.8982,Good
EMP05929,56,Male,Engineering,High School,33,74041.17,18,1,96.33,38,4,3,3.27,1,0,64.2372,Good
EMP05930,39,Male,Marketing,Bachelor's,17,51247.22,21,4,85.53,21,1,4,4.04,1,1,61.2844,Good
EMP05931,24,Female,Sales,Master's,2,28520.58,3,20,92.32,0,1,2,3.73,0,0,55.064,Good
EMP05932,60,Female,Sales,Bachelor's,7,36037.68,0,8,81.68,27,1,2,3.02,1,0,42.095,Average
EMP05933,47,Female,HR,Bachelor's,6,36643.5,18,5,100.0,45,3,1,4.55,1,1,67.0604,Good
EMP05934,45,Female,Marketing,Bachelor's,6,33584.14,18,14,76.76,38,1,1,3.83,1,1,44.6617,Average
EMP05935,22,Male,Operations,Master's,0,27112.45,18,20,76.23,18,5,5,3.83,1,1,72.7231,Good
EMP05936,55,Female,Engineering,Bachelor's,20,52870.95,10,14,93.56,40,5,2,3.56,1,0,67.9624,Good
EMP05937,33,Female,Sales,Bachelor's,11,41243.43,5,2,89.1,11,3,3,3.73,0,0,58.9944,Good
EMP05938,38,Female,Marketing,PhD,16,48865.92,24,12,88.72,41,5,4,3.37,0,0,72.4531,Good
EMP05939,42,Female,Marketing,Bachelor's,7,32883.44,6,18,85.75,5,1,2,4.88,0,1,61.5326,Good
EMP05940,42,Male,Engineering,Bachelor's,20,55090.05,22,6,82.31,34,3,3,3.23,0,1,54.2791,Average
EMP05941,24,Male,Marketing,Master's,2,28231.6,0,9,85.32,10,2,1,3.35,0,0,43.5101,Average
EMP05942,49,Female,Marketing,Master's,11,42694.69,14,9,97.63,0,2,3,3.36,0,1,60.3062,Good
EMP05943,46,Female,Marketing,Bachelor's,21,57464.25,24,4,98.24,0,4,3,4.64,0,1,74.8212,Good
EMP05944,27,Male,Sales,Bachelor's,5,29945.04,3,10,95.28,6,1,2,3.34,0,1,52.1188,Average
EMP05945,51,Male,Engineering,Master's,7,37891.88,12,12,83.06,42,4,3,4.32,0,0,69.7226,Good
EMP05946,53,Male,Marketing,Bachelor's,27,64575.09,23,8,78.67,41,2,2,3.39,0,1,47.2638,Average
EMP05947,43,Male,Marketing,PhD,21,55290.34,11,20,100.0,28,5,5,3.89,0,1,89.046,Excellent
EMP05948,59,Female,Sales,Bachelor's,10,40980.52,0,16,74.97,33,3,5,4.85,0,1,77.3182,Excellent
EMP05949,35,Female,Engineering,Bachelor's,13,46202.12,7,12,86.23,6,2,3,2.95,0,1,51.367,Average
EMP05950,55,Male,HR,High School,25,61555.74,24,17,89.36,30,4,3,4.22,0,0,73.0486,Good
EMP05951,47,Male,Sales,Master's,13,44411.3,20,17,100.0,0,5,4,2.47,0,0,68.8472,Good
EMP05952,34,Female,Engineering,Master's,12,44822.27,22,19,88.12,36,3,1,3.22,0,0,51.6034,Average
EMP05953,51,Female,Marketing,Master's,13,42638.73,10,7,93.55,25,5,5,3.31,0,1,76.466,Excellent
EMP05954,40,Male,Engineering,PhD,11,35902.82,9,20,92.35,49,2,3,3.45,1,0,64.1871,Good
EMP05955,60,Female,Engineering,Bachelor's,35,78575.48,1,4,98.57,28,5,3,3.12,0,0,67.0146,Good
EMP05956,24,Male,Operations,High School,2,29830.02,16,20,95.51,34,5,3,3.75,0,1,75.6393,Excellent
EMP05957,52,Female,Engineering,Master's,6,30811.33,12,9,93.02,36,4,3,3.25,1,0,65.0103,Good
EMP05958,33,Female,HR,Master's,0,24959.59,21,12,90.99,9,5,3,3.28,0,1,65.0384,Good
EMP05959,36,Male,Engineering,Master's,14,45003.92,8,13,94.1,4,3,4,3.26,0,1,66.6629,Good
EMP05960,59,Female,HR,Master's,30,70257.26,15,9,85.44,29,2,1,3.21,1,1,44.2809,Average
EMP05961,35,Male,Marketing,Bachelor's,13,40363.09,16,11,65.39,49,1,4,3.66,1,1,50.0688,Average
EMP05962,56,Female,HR,Bachelor's,9,35965.37,9,5,82.6,45,5,2,3.47,0,1,56.7251,Good
EMP05963,37,Male,Marketing,PhD,15,48397.46,16,8,92.37,3,2,4,3.78,0,0,65.5601,Good
EMP05964,45,Male,Marketing,Bachelor's,12,42733.56,19,20,82.76,6,5,1,3.95,0,0,56.6712,Good
EMP05965,38,Male,HR,Bachelor's,7,38509.03,9,12,87.44,50,5,1,3.51,0,1,57.8936,Good
EMP05966,39,Female,Sales,Master's,8,38177.1,21,16,86.08,19,4,2,2.99,1,0,54.1478,Average
EMP05967,38,Male,Finance,Bachelor's,14,44073.98,13,10,85.18,27,2,2,2.98,0,1,47.2505,Average
EMP05968,37,Male,Engineering,Master's,7,36938.81,14,15,93.48,6,3,1,3.26,0,0,52.3193,Average
EMP05969,42,Female,Operations,High School,20,58416.86,8,12,89.7,10,1,5,5.0,1,1,79.3595,Excellent
EMP05970,45,Female,Finance,Master's,23,59355.45,1,14,88.05,48,5,1,2.56,0,1,50.7859,Average
EMP05971,55,Male,Engineering,Master's,18,52805.62,13,13,69.7,13,2,2,3.24,0,1,39.6179,Average
EMP05972,57,Male,Engineering,Master's,29,70150.76,20,16,74.48,7,2,5,3.08,0,1,56.411,Good
EMP05973,48,Female,Marketing,Bachelor's,8,36666.36,6,10,92.43,23,5,2,2.63,0,0,55.8028,Good
EMP05974,60,Female,Engineering,Bachelor's,18,47769.65,3,8,79.85,50,1,4,3.2,1,0,53.8938,Average
EMP05975,38,Female,Operations,Bachelor's,16,50111.78,12,20,93.38,30,5,1,3.58,1,0,62.4779,Good
EMP05976,46,Male,Engineering,Bachelor's,0,26599.51,21,14,83.66,1,1,4,4.5,1,1,66.1512,Good
EMP05977,59,Female,HR,Master's,2,30926.32,21,5,83.41,7,2,3,3.06,1,1,47.8433,Average
EMP05978,42,Male,Finance,Bachelor's,20,52799.52,3,6,74.75,26,5,4,4.78,1,1,72.2748,Good
EMP05979,25,Male,HR,High School,3,27391.88,3,9,86.9,42,2,3,2.46,1,0,49.6784,Average
EMP05980,46,Male,Operations,Bachelor's,24,59621.84,8,13,72.14,23,5,1,3.77,0,1,49.2846,Average
EMP05981,51,Female,Engineering,Master's,0,24664.17,10,13,79.39,50,5,2,2.86,0,1,52.568,Average
EMP05982,54,Female,Operations,High School,17,51576.8,0,2,84.11,5,3,5,3.74,1,1,65.3836,Good
EMP05983,60,Female,Marketing,Master's,32,70757.8,12,13,92.58,10,4,5,5.0,0,0,89.065,Excellent
EMP05984,47,Male,HR,Master's,8,38898.51,20,2,89.85,48,5,3,3.29,1,1,63.5018,Good
EMP05985,46,Male,HR,Master's,6,35797.6,24,15,87.21,15,5,2,3.72,1,0,63.2977,Good
EMP05986,37,Female,Sales,Master's,15,49354.75,8,12,94.0,28,2,3,3.76,1,0,65.4566,Good
EMP05987,45,Female,Engineering,Bachelor's,12,42379.36,24,10,82.84,40,1,5,3.46,0,0,63.7984,Good
EMP05988,26,Male,Marketing,Master's,4,26529.97,17,4,90.08,29,2,5,5.0,0,0,80.7976,Excellent
EMP05989,60,Male,HR,Bachelor's,12,46202.56,6,8,79.42,44,4,1,3.59,0,0,49.4625,Average
EMP05990,34,Male,HR,Master's,12,41814.22,13,4,86.54,6,5,3,3.49,0,1,60.5655,Good
EMP05991,51,Male,Marketing,Master's,9,39935.23,25,2,81.38,15,2,3,2.99,0,1,45.5991,Average
EMP05992,28,Female,Operations,High School,6,34243.36,23,18,89.03,35,1,5,2.83,0,1,63.6908,Good
EMP05993,38,Male,Operations,Bachelor's,4,33257.47,16,18,91.28,30,4,5,4.33,1,0,85.1973,Excellent
EMP05994,48,Male,Engineering,Bachelor's,26,63897.41,17,14,92.68,10,4,1,4.74,0,1,67.2581,Good
EMP05995,56,Female,Sales,Master's,34,76137.54,0,10,83.57,18,5,2,4.71,0,0,68.0133,Good
EMP05996,26,Female,HR,Bachelor's,4,31359.82,8,12,92.63,13,4,2,3.84,1,1,63.8189,Good
EMP05997,26,Female,Sales,Bachelor's,4,31835.15,9,8,89.67,14,1,2,3.04,1,0,46.0079,Average
EMP05998,45,Female,Operations,Bachelor's,23,57029.38,15,17,84.54,7,2,4,2.78,0,1,55.1267,Good
EMP05999,28,Male,Operations,Bachelor's,6,37751.25,10,12,85.52,11,4,2,3.59,0,0,56.992,Good
EMP06000,28,Male,Finance,PhD,6,33858.65,20,20,93.67,42,3,1,3.93,1,0,61.7021,Good
EMP06001,35,Male,Engineering,Master's,13,45650.17,3,3,89.85,23,2,3,3.42,1,0,55.7923,Good
EMP06002,36,Male,Finance,Bachelor's,6,37031.71,23,10,84.42,37,1,3,2.78,1,1,48.5526,Average
EMP06003,26,Male,Finance,High School,4,30984.31,18,11,99.19,12,1,2,3.12,0,0,53.625,Average
EMP06004,58,Female,Finance,Bachelor's,3,27507.93,7,14,73.06,17,5,4,3.97,0,0,66.4086,Good
EMP06005,25,Female,Engineering,Bachelor's,3,27444.37,2,7,81.9,34,4,3,3.72,0,0,61.2058,Good
EMP06006,51,Male,Engineering,Master's,27,64600.52,21,5,80.87,28,5,4,4.4,1,0,72.5771,Good
EMP06007,41,Female,Marketing,Bachelor's,3,30166.69,3,1,78.76,19,4,2,4.54,1,1,57.5242,Good
EMP06008,47,Male,Sales,Bachelor's,7,36375.83,7,12,84.0,33,2,4,5.0,1,0,75.6,Excellent
EMP06009,30,Male,Sales,Master's,8,39259.72,22,16,100.0,2,5,5,3.18,0,1,80.2422,Excellent
EMP06010,51,Male,Marketing,PhD,29,65426.75,11,6,79.32,39,5,5,4.15,1,0,75.9799,Excellent
EMP06011,43,Male,Marketing,Bachelor's,2,28443.4,4,20,90.76,34,5,5,2.8,1,1,74.3521,Good
EMP06012,51,Male,Operations,High School,1,27731.35,2,10,89.74,41,5,1,3.76,1,0,60.7155,Good
EMP06013,41,Female,Finance,Bachelor's,9,39656.3,4,15,98.11,30,3,1,3.48,1,0,59.4842,Good
EMP06014,49,Female,Marketing,Master's,5,27666.28,3,15,92.39,6,3,2,3.52,1,1,58.8692,Good
EMP06015,28,Male,HR,PhD,6,33256.04,23,6,94.65,8,5,4,3.79,0,0,74.2337,Good
EMP06016,25,Male,Sales,High School,3,31127.45,10,1,100.0,49,4,4,2.76,1,0,67.3013,Good
EMP06017,49,Female,Marketing,High School,5,30875.09,20,6,82.3,47,5,5,2.31,1,1,61.773,Good
EMP06018,56,Male,HR,Master's,15,45127.42,25,13,87.21,16,3,5,3.14,0,1,67.4932,Good
EMP06019,54,Male,HR,Master's,26,65127.8,25,11,82.58,6,3,5,3.38,1,0,64.9576,Good
EMP06020,28,Male,HR,PhD,6,34598.34,15,20,72.32,50,5,4,3.56,0,1,65.0834,Good
EMP06021,30,Female,Operations,Bachelor's,8,37460.98,20,20,75.32,4,5,4,3.07,0,1,59.0941,Good
EMP06022,55,Male,Operations,Bachelor's,14,44707.4,17,20,87.72,23,4,5,2.98,0,0,70.4538,Good
EMP06023,60,Male,HR,Bachelor's,21,53870.67,24,12,79.73,14,3,4,3.59,0,0,61.2066,Good
EMP06024,55,Female,Operations,Bachelor's,33,76398.89,5,14,81.93,1,5,1,4.0,1,0,55.6941,Good
EMP06025,34,Male,Finance,Master's,12,49674.76,15,9,96.98,14,1,2,3.36,1,0,53.8002,Average
EMP06026,50,Male,HR,Bachelor's,22,54759.56,0,13,90.67,20,5,5,2.12,0,0,66.1824,Good
EMP06027,56,Female,Finance,High School,1,28540.46,18,4,97.97,36,3,3,2.89,1,1,60.4943,Good
EMP06028,31,Female,Finance,Master's,1,26157.56,19,9,92.21,13,1,1,2.67,1,1,39.6707,Average
EMP06029,51,Male,HR,Bachelor's,18,52634.31,15,1,90.37,50,1,5,3.73,1,1,67.2346,Good
EMP06030,47,Female,Sales,Master's,4,30880.54,9,8,97.72,1,1,5,4.61,0,0,78.4753,Excellent
EMP06031,56,Male,HR,Bachelor's,3,33890.43,25,2,87.5,24,4,4,3.09,1,0,61.1768,Good
EMP06032,49,Male,HR,Master's,27,63895.91,13,13,91.01,26,5,1,3.43,1,1,58.4538,Good
EMP06033,50,Female,Operations,Bachelor's,17,49297.11,17,13,84.11,50,1,2,2.29,1,1,40.5251,Average
EMP06034,27,Male,HR,Master's,5,32652.36,12,1,88.04,37,4,3,4.75,1,1,71.9294,Good
EMP06035,24,Female,Sales,High School,2,29134.91,12,1,84.56,18,3,5,3.75,0,0,66.6269,Good
EMP06036,50,Female,Operations,Bachelor's,10,42669.83,25,6,90.35,41,1,2,2.54,1,0,43.842,Average
EMP06037,23,Female,Engineering,Master's,1,27483.3,14,16,77.36,47,5,3,5.0,0,0,75.8516,Excellent
EMP06038,43,Male,Engineering,Bachelor's,3,29950.99,3,17,85.47,29,1,2,3.13,1,0,48.4431,Average
EMP06039,48,Female,Finance,Bachelor's,20,54116.49,17,13,93.74,48,3,4,2.86,0,1,66.5668,Good
EMP06040,43,Male,Finance,Master's,21,57524.89,14,18,78.19,9,3,1,4.03,0,0,49.7537,Average
EMP06041,31,Female,Sales,Master's,9,37072.88,5,3,92.01,30,1,5,3.36,1,1,64.8138,Good
EMP06042,40,Female,Marketing,High School,7,35904.14,9,15,95.93,12,5,3,3.87,1,1,74.7973,Good
EMP06043,45,Male,Engineering,Bachelor's,8,36564.05,14,2,99.48,12,4,5,4.93,1,0,88.5966,Excellent
EMP06044,48,Male,Finance,Bachelor's,17,48534.88,24,6,77.85,26,1,3,5.0,0,1,61.1565,Good
EMP06045,57,Female,Engineering,Bachelor's,30,73117.34,0,20,83.77,45,3,2,3.6,1,1,57.5863,Good
EMP06046,38,Male,Sales,PhD,16,47040.69,4,14,93.81,18,4,5,3.23,0,1,75.5094,Excellent
EMP06047,31,Male,Sales,Master's,9,37712.12,8,18,83.32,18,5,1,2.47,1,1,45.2299,Average
EMP06048,38,Female,Marketing,Bachelor's,16,45830.17,22,4,82.32,36,1,3,2.11,1,1,38.8432,Average
EMP06049,31,Female,Marketing,PhD,9,38164.08,13,8,87.67,40,3,4,4.18,1,1,72.3017,Good
EMP06050,31,Male,Operations,Master's,9,39367.15,10,2,84.8,14,4,2,3.43,0,1,51.4713,Average
EMP06051,59,Female,Sales,Master's,21,54686.59,5,2,91.52,27,2,4,3.07,0,1,58.8001,Good
EMP06052,38,Female,Finance,Bachelor's,13,40861.93,15,17,81.79,43,4,2,3.75,0,1,60.199,Good
EMP06053,47,Female,Engineering,Bachelor's,18,51249.95,22,4,85.24,35,3,1,3.18,1,1,44.9477,Average
EMP06054,47,Male,HR,Master's,25,62186.61,8,16,88.02,27,3,4,3.87,1,0,71.3145,Good
